Brewer,Drinker,Drink,Drink price,date,Total
Dr. Douglas King;1974-03-16;3581139211845125,Shirley Rees;1994-07-25;6527997021478845,Americano,250,2020-3-28,3560
Dr. Douglas King;1974-03-16;3581139211845125,Dr. Gemma Cooper;1968-01-15;4338315934240869,Earl Grey with sugar,250,2020-3-28,3810
Dr. Douglas King;1974-03-16;3581139211845125,Richard Parsons;1951-04-21;4596293855263047603,Instant Coffee with sugar,250,2020-3-28,4060
Dr. Douglas King;1974-03-16;3581139211845125,Lawrence Jones;2005-06-10;3537902156094842,Espresso,150,2020-3-28,4210
Dr. Douglas King;1974-03-16;3581139211845125,Ryan Chapman;1981-12-13;3537198259397469,Earl Grey,250,2020-3-28,4460
Dr. Douglas King;1974-03-16;3581139211845125,Dr. Gemma Cooper;1968-01-15;4338315934240869,Macciato extra milk,280,2020-3-28,4740
Dr. Douglas King;1974-03-16;3581139211845125,Mrs. Jade Allen;1970-05-20;3577687933334659,Tea extra milk,280,2020-3-28,5020
Dr. Douglas King;1974-03-16;3581139211845125,Dr. Douglas King;1974-03-16;3581139211845125,Espresso extra milk,280,2020-3-28,5300
Gareth Watson;1968-09-14;060453409181,Dr. Douglas King;1974-03-16;3581139211845125,Ale large,600,2019-6-27,600
Gareth Watson;1968-09-14;060453409181,Mr. Stanley Bell;1997-05-22;376466905927165,Lager large,600,2019-6-27,1200
Gareth Watson;1968-09-14;060453409181,Mohammad Jones-Wood;1963-05-21;3539333926037846,House white large,600,2019-6-27,1800
Gareth Watson;1968-09-14;060453409181,Lawrence Fisher;1983-09-19;3566273828670227,Shiraz small,300,2019-6-27,2100
Gareth Watson;1968-09-14;060453409181,Ms. Sara Thompson;1986-03-24;371802005619325,Shiraz small,300,2019-6-27,2400
Gareth Watson;1968-09-14;060453409181,Philip Miah-Young;1963-11-27;3592857229453650,Champagne large,800,2019-6-27,3200
Gareth Watson;1968-09-14;060453409181,Dr. Gemma Cooper;1968-01-15;4338315934240869,Ale large,600,2019-6-27,3800
Gareth Watson;1968-09-14;060453409181,Karen Thompson;1976-05-29;4879429054644775960,House white small,300,2019-6-27,4100
Gareth Watson;1968-09-14;060453409181,Mr. Stanley Bell;1997-05-22;376466905927165,Lager large,600,2019-6-27,4700
Gareth Watson;1968-09-14;060453409181,Gareth Watson;1968-09-14;060453409181,Chianti large,800,2019-6-27,5500
Danny Clark;1999-03-25;6011085906067876,Ms. Elizabeth French;1974-12-19;630456409964,Orange cordial large,400,2019-8-5,400
Danny Clark;1999-03-25;6011085906067876,Dr. Jessica Joyce;1959-11-08;343670554272167,Diet Coke large,400,2019-8-5,800
Danny Clark;1999-03-25;6011085906067876,Anna Buckley-Patel;1967-09-25;6011330523439128,Blackcurrant cordial small,200,2019-8-5,1000
Danny Clark;1999-03-25;6011085906067876,Terence Hall;1982-04-23;4440881107798798,Cloudy lemonade large,400,2019-8-5,1400
Danny Clark;1999-03-25;6011085906067876,Marian Lane;1980-04-23;373696105572428,Sprite large,400,2019-8-5,1800
Danny Clark;1999-03-25;6011085906067876,Ms. Jean Johnson;1996-04-22;3599621831162106,Lime cordial large,400,2019-8-5,2200
Danny Clark;1999-03-25;6011085906067876,Anna Buckley-Patel;1967-09-25;6011330523439128,Blackcurrant cordial small,200,2019-8-5,2400
Danny Clark;1999-03-25;6011085906067876,Anna Buckley-Patel;1967-09-25;6011330523439128,Blackcurrant cordial small,200,2019-8-5,2600
Danny Clark;1999-03-25;6011085906067876,Terence Hall;1982-04-23;4440881107798798,Cloudy lemonade large,400,2019-8-5,3000
Danny Clark;1999-03-25;6011085906067876,Dr. Leanne Pearce;2000-06-19;4362495062180576102,Water small,200,2019-8-5,3200
Danny Clark;1999-03-25;6011085906067876,Mr. Keith Hilton;1997-09-17;3585697723779617,Cloudy lemonade small,200,2019-8-5,3400
Danny Clark;1999-03-25;6011085906067876,Mr. Keith Hilton;1997-09-17;3585697723779617,Cloudy lemonade small,200,2019-8-5,3600
Danny Clark;1999-03-25;6011085906067876,Marie Power;2002-01-30;5236653014789326,Diet Coke large,400,2019-8-5,4000
Danny Clark;1999-03-25;6011085906067876,Danny Clark;1999-03-25;6011085906067876,Fanta large,400,2019-8-5,4400
Shirley Rees;1994-07-25;6527997021478845,Lawrence Jones;2005-06-10;3537902156094842,Cloudy lemonade large,400,2019-10-19,400
Shirley Rees;1994-07-25;6527997021478845,Miss Abbie Smith;1954-09-05;4128358166770,Water large,400,2019-10-19,800
Shirley Rees;1994-07-25;6527997021478845,Jack Harvey;1998-05-22;4946896571299186780,Sprite small,200,2019-10-19,1000
Shirley Rees;1994-07-25;6527997021478845,Marie Preston;1976-12-28;6011724323439199,Diet Coke large,400,2019-10-19,1400
Shirley Rees;1994-07-25;6527997021478845,Mr. Stanley Bell;1997-05-22;376466905927165,Water small,200,2019-10-19,1600
Shirley Rees;1994-07-25;6527997021478845,Mohammad Jones-Wood;1963-05-21;3539333926037846,Sparkling water large,400,2019-10-19,2000
Shirley Rees;1994-07-25;6527997021478845,Ms. Jean Johnson;1996-04-22;3599621831162106,Lime cordial large,400,2019-10-19,2400
Shirley Rees;1994-07-25;6527997021478845,Katy Lee;1981-07-04;4895703194202888004,Orange cordial large,400,2019-10-19,2800
Shirley Rees;1994-07-25;6527997021478845,Miss Jenna Hopkins;1970-09-16;371201862580821,Lime cordial small,200,2019-10-19,3000
Shirley Rees;1994-07-25;6527997021478845,Dr. Jessica Joyce;1959-11-08;343670554272167,Cloudy lemonade large,400,2019-10-19,3400
Shirley Rees;1994-07-25;6527997021478845,Shirley Rees;1994-07-25;6527997021478845,Coke small,200,2019-10-19,3600
Sean Osborne-Little;1960-03-13;3554852454832013,Iain Barker;1997-07-21;3534790658775791,Lager large,600,2020-4-13,600
Sean Osborne-Little;1960-03-13;3554852454832013,Miss Lindsey Harrison;1948-08-25;30476153140377,Scotch small,300,2020-4-13,900
Sean Osborne-Little;1960-03-13;3554852454832013,Michelle Waters;1984-01-14;6545699347248609,House red small,300,2020-4-13,1200
Sean Osborne-Little;1960-03-13;3554852454832013,Jack Harvey;1998-05-22;4946896571299186780,Prosecco small,300,2020-4-13,1500
Sean Osborne-Little;1960-03-13;3554852454832013,Miss Lindsey Harrison;1948-08-25;30476153140377,Scotch small,300,2020-4-13,1800
Sean Osborne-Little;1960-03-13;3554852454832013,Jessica Pearson;1978-06-22;3527764291507761,Gin & Tonic large,800,2020-4-13,2600
Sean Osborne-Little;1960-03-13;3554852454832013,Shirley Rees;1994-07-25;6527997021478845,Champagne small,400,2020-4-13,3000
Sean Osborne-Little;1960-03-13;3554852454832013,Dr. Martyn Lawrence;1979-06-01;30351135561323,Ale small,300,2020-4-13,3300
Sean Osborne-Little;1960-03-13;3554852454832013,Marie Preston;1976-12-28;6011724323439199,Prosecco large,600,2020-4-13,3900
Sean Osborne-Little;1960-03-13;3554852454832013,Dr. Douglas King;1974-03-16;3581139211845125,Ale large,600,2020-4-13,4500
Sean Osborne-Little;1960-03-13;3554852454832013,Frances Watkins;1988-08-31;2222981270340614,Prosecco large,600,2020-4-13,5100
Sean Osborne-Little;1960-03-13;3554852454832013,Joan Foster;2000-07-23;30467564114333,Pale ale small,300,2020-4-13,5400
Sean Osborne-Little;1960-03-13;3554852454832013,Rachael Lewis;1984-07-20;377222245845446,Prosecco large,600,2020-4-13,6000
Sean Osborne-Little;1960-03-13;3554852454832013,Mrs. Bethan Murray;1986-07-23;2238925746548385,Ale large,600,2020-4-13,6600
Sean Osborne-Little;1960-03-13;3554852454832013,Miss Lindsey Harrison;1948-08-25;30476153140377,Prosecco large,600,2020-4-13,7200
Sean Osborne-Little;1960-03-13;3554852454832013,Mohammad Jones-Wood;1963-05-21;3539333926037846,House white large,600,2020-4-13,7800
Sean Osborne-Little;1960-03-13;3554852454832013,Danny Clark;1999-03-25;6011085906067876,Prosecco small,300,2020-4-13,8100
Sean Osborne-Little;1960-03-13;3554852454832013,Ms. Sara Thompson;1986-03-24;371802005619325,Shiraz small,300,2020-4-13,8400
Sean Osborne-Little;1960-03-13;3554852454832013,Gareth Watson;1968-09-14;060453409181,Chianti large,800,2020-4-13,9200
Sean Osborne-Little;1960-03-13;3554852454832013,Jane Davies;1978-05-29;372961426026780,Gin & Tonic small,400,2020-4-13,9600
Sean Osborne-Little;1960-03-13;3554852454832013,Iain Barker;1997-07-21;3534790658775791,Lager large,600,2020-4-13,10200
Sean Osborne-Little;1960-03-13;3554852454832013,Marian Lane;1980-04-23;373696105572428,Prosecco large,600,2020-4-13,10800
Sean Osborne-Little;1960-03-13;3554852454832013,Bethan Gill;1958-06-05;060480577430,Champagne large,800,2020-4-13,11600
Sean Osborne-Little;1960-03-13;3554852454832013,Sean Osborne-Little;1960-03-13;3554852454832013,Pale ale small,300,2020-4-13,11900
Frances Watkins;1988-08-31;2222981270340614,Ms. Elizabeth French;1974-12-19;630456409964,Diet Coke large,400,2019-12-20,400
Frances Watkins;1988-08-31;2222981270340614,Mr. Keith Hilton;1997-09-17;3585697723779617,Cloudy lemonade small,200,2019-12-20,600
Frances Watkins;1988-08-31;2222981270340614,Joshua Griffiths-Mitchell;1984-07-30;347389381395580,Sparkling water large,400,2019-12-20,1000
Frances Watkins;1988-08-31;2222981270340614,Dr. Leanne Pearce;2000-06-19;4362495062180576102,Water small,200,2019-12-20,1200
Frances Watkins;1988-08-31;2222981270340614,Dr. Leanne Pearce;2000-06-19;4362495062180576102,Water small,200,2019-12-20,1400
Frances Watkins;1988-08-31;2222981270340614,Dr. Caroline Morris;1967-06-03;4982238351886255393,Fanta large,400,2019-12-20,1800
Frances Watkins;1988-08-31;2222981270340614,Mrs. Bethan Murray;1986-07-23;2238925746548385,Lime cordial large,400,2019-12-20,2200
Frances Watkins;1988-08-31;2222981270340614,Iain Barker;1997-07-21;3534790658775791,Strawberry milkshake small,200,2019-12-20,2400
Frances Watkins;1988-08-31;2222981270340614,Ruth Russell-Harris;1973-03-29;4730875456940300910,Lemonade large,400,2019-12-20,2800
Frances Watkins;1988-08-31;2222981270340614,Frances Watkins;1988-08-31;2222981270340614,Sparkling water small,200,2019-12-20,3000
Katy Lee;1981-07-04;4895703194202888004,Michelle Waters;1984-01-14;6545699347248609,Diet Coke small,200,2019-4-26,200
Katy Lee;1981-07-04;4895703194202888004,Katy Lee;1981-07-04;4895703194202888004,Orange cordial large,400,2019-4-26,600
Katy Lee;1981-07-04;4895703194202888004,Dr. Caroline Morris;1967-06-03;4982238351886255393,Fanta large,400,2019-4-26,1000
Katy Lee;1981-07-04;4895703194202888004,Dr. Douglas King;1974-03-16;3581139211845125,Diet Coke large,400,2019-4-26,1400
Katy Lee;1981-07-04;4895703194202888004,Iain Barker;1997-07-21;3534790658775791,Orange cordial large,400,2019-4-26,1800
Katy Lee;1981-07-04;4895703194202888004,Danny Clark;1999-03-25;6011085906067876,Diet Coke large,400,2019-4-26,2200
Katy Lee;1981-07-04;4895703194202888004,Richard Parsons;1951-04-21;4596293855263047603,Banana milkshake large,400,2019-4-26,2600
Katy Lee;1981-07-04;4895703194202888004,Lawrence Jones;2005-06-10;3537902156094842,Cloudy lemonade large,400,2019-4-26,3000
Katy Lee;1981-07-04;4895703194202888004,Lawrence Jones;2005-06-10;3537902156094842,Cloudy lemonade large,400,2019-4-26,3400
Katy Lee;1981-07-04;4895703194202888004,Sylvia Jones-Brown;1999-08-25;584761487035,Water small,200,2019-4-26,3600
Katy Lee;1981-07-04;4895703194202888004,Rachael Lewis;1984-07-20;377222245845446,Lemonade small,200,2019-4-26,3800
Katy Lee;1981-07-04;4895703194202888004,Lawrence Jones;2005-06-10;3537902156094842,Cloudy lemonade large,400,2019-4-26,4200
Katy Lee;1981-07-04;4895703194202888004,Sean Osborne-Little;1960-03-13;3554852454832013,Coke small,200,2019-4-26,4400
Katy Lee;1981-07-04;4895703194202888004,Gareth Watson;1968-09-14;060453409181,Coke small,200,2019-4-26,4600
Katy Lee;1981-07-04;4895703194202888004,Ms. Elizabeth French;1974-12-19;630456409964,Lime cordial large,400,2019-4-26,5000
Katy Lee;1981-07-04;4895703194202888004,Danny Clark;1999-03-25;6011085906067876,Diet Coke large,400,2019-4-26,5400
Katy Lee;1981-07-04;4895703194202888004,Marie Preston;1976-12-28;6011724323439199,Milk large,400,2019-4-26,5800
Katy Lee;1981-07-04;4895703194202888004,Ms. Sara Thompson;1986-03-24;371802005619325,Sprite small,200,2019-4-26,6000
Katy Lee;1981-07-04;4895703194202888004,Jane Davies;1978-05-29;372961426026780,Coke small,200,2019-4-26,6200
Katy Lee;1981-07-04;4895703194202888004,Frances Watkins;1988-08-31;2222981270340614,Sparkling water small,200,2019-4-26,6400
Katy Lee;1981-07-04;4895703194202888004,Katy Lee;1981-07-04;4895703194202888004,Orange cordial large,400,2019-4-26,6800
Shirley Rees;1994-07-25;6527997021478845,Frances Watkins;1988-08-31;2222981270340614,Sparkling water small,200,2020-1-26,200
Shirley Rees;1994-07-25;6527997021478845,Mr. Keith Hilton;1997-09-17;3585697723779617,Cloudy lemonade small,200,2020-1-26,400
Shirley Rees;1994-07-25;6527997021478845,Bethan Gill;1958-06-05;060480577430,Strawberry milkshake large,400,2020-1-26,800
Shirley Rees;1994-07-25;6527997021478845,Michelle Waters;1984-01-14;6545699347248609,Diet Coke small,200,2020-1-26,1000
Shirley Rees;1994-07-25;6527997021478845,Dr. Leanne Pearce;2000-06-19;4362495062180576102,Water small,200,2020-1-26,1200
Shirley Rees;1994-07-25;6527997021478845,Frances Watkins;1988-08-31;2222981270340614,Lime cordial small,200,2020-1-26,1400
Shirley Rees;1994-07-25;6527997021478845,Jack Harvey;1998-05-22;4946896571299186780,Sprite small,200,2020-1-26,1600
Shirley Rees;1994-07-25;6527997021478845,Ms. Jean Johnson;1996-04-22;3599621831162106,Lime cordial large,400,2020-1-26,2000
Shirley Rees;1994-07-25;6527997021478845,Joshua Griffiths-Mitchell;1984-07-30;347389381395580,Sparkling water large,400,2020-1-26,2400
Shirley Rees;1994-07-25;6527997021478845,Tony Martin-Lucas;1984-02-09;060494691672,Fanta large,400,2020-1-26,2800
Shirley Rees;1994-07-25;6527997021478845,Mr. Stanley Bell;1997-05-22;376466905927165,Water small,200,2020-1-26,3000
Shirley Rees;1994-07-25;6527997021478845,Shirley Rees;1994-07-25;6527997021478845,Coke small,200,2020-1-26,3200
Shirley Rees;1994-07-25;6527997021478845,Shirley Rees;1994-07-25;6527997021478845,Coke Zero large,400,2020-1-26,3600
Shirley Rees;1994-07-25;6527997021478845,Neil Walters;1991-02-14;30153298849283,Americano with sugar,250,2020-3-19,250
Shirley Rees;1994-07-25;6527997021478845,Benjamin Morgan;1960-09-26;676301009368,Lemon tea,250,2020-3-19,500
Shirley Rees;1994-07-25;6527997021478845,Mrs. Bethan Murray;1986-07-23;2238925746548385,Flat white,250,2020-3-19,750
Shirley Rees;1994-07-25;6527997021478845,Sally Jackson;1975-08-26;6011083979903226,Double espresso with sugar,250,2020-3-19,1000
Shirley Rees;1994-07-25;6527997021478845,Joshua Griffiths-Mitchell;1984-07-30;347389381395580,Instant Coffee with sugar,250,2020-3-19,1250
Shirley Rees;1994-07-25;6527997021478845,Iain Barker;1997-07-21;3534790658775791,Earl Grey,250,2020-3-19,1500
Shirley Rees;1994-07-25;6527997021478845,Michelle Waters;1984-01-14;6545699347248609,Instant Coffee with sugar,250,2020-3-19,1750
Shirley Rees;1994-07-25;6527997021478845,Richard Parsons;1951-04-21;4596293855263047603,Espresso,150,2020-3-19,1900
Shirley Rees;1994-07-25;6527997021478845,Jack Harvey;1998-05-22;4946896571299186780,Herbal tea extra milk,280,2020-3-19,2180
Shirley Rees;1994-07-25;6527997021478845,Sean Osborne-Little;1960-03-13;3554852454832013,Herbal tea with sugar,250,2020-3-19,2430
Shirley Rees;1994-07-25;6527997021478845,Dr. Martyn Lawrence;1979-06-01;30351135561323,Capuccino,250,2020-3-19,2680
Shirley Rees;1994-07-25;6527997021478845,Mr. Keith Hilton;1997-09-17;3585697723779617,Earl Grey extra milk,280,2020-3-19,2960
Shirley Rees;1994-07-25;6527997021478845,Marian Lane;1980-04-23;373696105572428,Macciato,250,2020-3-19,3210
Shirley Rees;1994-07-25;6527997021478845,Cheryl Sutton;1968-11-24;6011950657786745,Herbal tea with sugar,250,2020-3-19,3460
Shirley Rees;1994-07-25;6527997021478845,Jack Harvey;1998-05-22;4946896571299186780,Herbal tea extra milk,280,2020-3-19,3740
Shirley Rees;1994-07-25;6527997021478845,Jemma Davison;1982-06-25;346012372292431,Herbal tea with sugar,250,2020-3-19,3990
Shirley Rees;1994-07-25;6527997021478845,Mr. Keith Hilton;1997-09-17;3585697723779617,Flat white extra milk,280,2020-3-19,4270
Shirley Rees;1994-07-25;6527997021478845,Jane Davies;1978-05-29;372961426026780,Double espresso extra milk,280,2020-3-19,4550
Shirley Rees;1994-07-25;6527997021478845,Dr. Douglas King;1974-03-16;3581139211845125,Espresso extra milk,280,2020-3-19,4830
Shirley Rees;1994-07-25;6527997021478845,Marie Power;2002-01-30;5236653014789326,Americano,250,2020-3-19,5080
Shirley Rees;1994-07-25;6527997021478845,Richard Parsons;1951-04-21;4596293855263047603,Instant Coffee with sugar,250,2020-3-19,5330
Shirley Rees;1994-07-25;6527997021478845,Danny Clark;1999-03-25;6011085906067876,Americano,250,2020-3-19,5580
Shirley Rees;1994-07-25;6527997021478845,Miss Jenna Hopkins;1970-09-16;371201862580821,Earl Grey with sugar,250,2020-3-19,5830
Shirley Rees;1994-07-25;6527997021478845,Ms. Sara Thompson;1986-03-24;371802005619325,Espresso,150,2020-3-19,5980
Shirley Rees;1994-07-25;6527997021478845,Shirley Rees;1994-07-25;6527997021478845,Americano,250,2020-3-19,6230
Neil Walters;1991-02-14;30153298849283,Anna Buckley-Patel;1967-09-25;6011330523439128,Blackcurrant cordial small,200,2019-10-21,200
Neil Walters;1991-02-14;30153298849283,Terence Hall;1982-04-23;4440881107798798,Cloudy lemonade large,400,2019-10-21,600
Neil Walters;1991-02-14;30153298849283,Sylvia Jones-Brown;1999-08-25;584761487035,Water small,200,2019-10-21,800
Neil Walters;1991-02-14;30153298849283,Ruth Russell-Harris;1973-03-29;4730875456940300910,Lemonade large,400,2019-10-21,1200
Neil Walters;1991-02-14;30153298849283,Jane Davies;1978-05-29;372961426026780,Coke small,200,2019-10-21,1400
Neil Walters;1991-02-14;30153298849283,Danny Clark;1999-03-25;6011085906067876,Diet Coke large,400,2019-10-21,1800
Neil Walters;1991-02-14;30153298849283,Ryan Chapman;1981-12-13;3537198259397469,Cloudy lemonade small,200,2019-10-21,2000
Neil Walters;1991-02-14;30153298849283,Joshua Griffiths-Mitchell;1984-07-30;347389381395580,Sparkling water large,400,2019-10-21,2400
Neil Walters;1991-02-14;30153298849283,Shirley Rees;1994-07-25;6527997021478845,Fanta large,400,2019-10-21,2800
Neil Walters;1991-02-14;30153298849283,Lawrence Jones;2005-06-10;3537902156094842,Sparkling water small,200,2019-10-21,3000
Neil Walters;1991-02-14;30153298849283,Sylvia Jones-Brown;1999-08-25;584761487035,Fanta large,400,2019-10-21,3400
Neil Walters;1991-02-14;30153298849283,Ryan Chapman;1981-12-13;3537198259397469,Cloudy lemonade small,200,2019-10-21,3600
Neil Walters;1991-02-14;30153298849283,Cheryl Sutton;1968-11-24;6011950657786745,Milk large,400,2019-10-21,4000
Neil Walters;1991-02-14;30153298849283,Gareth Watson;1968-09-14;060453409181,Coke small,200,2019-10-21,4200
Neil Walters;1991-02-14;30153298849283,Marie Preston;1976-12-28;6011724323439199,Milk large,400,2019-10-21,4600
Neil Walters;1991-02-14;30153298849283,Neil Walters;1991-02-14;30153298849283,Sprite small,200,2019-10-21,4800
Miss Abbie Smith;1954-09-05;4128358166770,Lawrence Jones;2005-06-10;3537902156094842,Espresso,150,2019-12-16,150
Miss Abbie Smith;1954-09-05;4128358166770,Miss Lindsey Harrison;1948-08-25;30476153140377,Tea with sugar,250,2019-12-16,400
Miss Abbie Smith;1954-09-05;4128358166770,Rachael Lewis;1984-07-20;377222245845446,Instant Coffee with sugar,250,2019-12-16,650
Miss Abbie Smith;1954-09-05;4128358166770,Sylvia Jones-Brown;1999-08-25;584761487035,Herbal tea extra milk,280,2019-12-16,930
Miss Abbie Smith;1954-09-05;4128358166770,Sally Jackson;1975-08-26;6011083979903226,Double espresso with sugar,250,2019-12-16,1180
Miss Abbie Smith;1954-09-05;4128358166770,Danny Clark;1999-03-25;6011085906067876,Americano,250,2019-12-16,1430
Miss Abbie Smith;1954-09-05;4128358166770,Richard Parsons;1951-04-21;4596293855263047603,Instant Coffee with sugar,250,2019-12-16,1680
Miss Abbie Smith;1954-09-05;4128358166770,Dr. Caroline Morris;1967-06-03;4982238351886255393,Capuccino,250,2019-12-16,1930
Miss Abbie Smith;1954-09-05;4128358166770,Danny Clark;1999-03-25;6011085906067876,Americano,250,2019-12-16,2180
Miss Abbie Smith;1954-09-05;4128358166770,Danny Clark;1999-03-25;6011085906067876,Americano,250,2019-12-16,2430
Miss Abbie Smith;1954-09-05;4128358166770,Benjamin Morgan;1960-09-26;676301009368,Lemon tea,250,2019-12-16,2680
